area_type,location,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
Super built-up  Area,Pai Layout,2,1400.0,2,2,57.5,344.0,4107.143
Super built-up  Area,Hoskote,3,1250.0,3,2,29.0,516.0,2320.0
Super built-up  Area,Haralur Road,2,1245.0,2,3,62.0,344.0,4979.92
Super built-up  Area,Choodasandra,2,1115.0,2,1,50.0,344.0,4484.305
Super built-up  Area,Vidyaranyapura,2,1000.0,2,1,35.0,344.0,3500.0
Super built-up  Area,Panathur,3,1580.0,3,0,71.89,516.0,4550.0
Super built-up  Area,Subramanyapura,3,1800.0,3,2,90.0,516.0,5000.0
Super built-up  Area,Mathikere,2,1500.0,2,2,130.0,344.0,8666.667
Super built-up  Area,Chandapura,1,645.0,1,1,16.45,172.0,2550.388
Super built-up  Area,Kothannur,3,1275.0,3,2,44.0,516.0,3450.98
Super built-up  Area,Kasavanhalli,3,1494.0,3,2,82.0,516.0,5488.621
Super built-up  Area,Bhoganhalli,3,1949.0,3,2,129.0,516.0,6618.779
Super built-up  Area,BTM Layout,2,1020.0,2,1,46.5,344.0,4558.824
Super built-up  Area,Mysore Road,2,883.0,2,1,45.0,344.0,5096.263
Super built-up  Area,Anand nagar,3,2010.0,3,3,125.0,516.0,6218.905
Super built-up  Area,Yeshwanthpur,2,1240.0,2,2,80.0,344.0,6451.613
Super built-up  Area,6th Phase JP Nagar,2,1213.0,2,1,63.0,344.0,5193.735
Super built-up  Area,Hegde Nagar,3,1835.0,3,3,88.0,516.0,4795.64
Built-up  Area,Whitefield,4,3425.0,5,2,250.0,728.0,7299.27
Built-up  Area,Gottigere,2,945.0,2,0,45.0,344.0,4761.905
Super built-up  Area,Sathya Layout,3,1504.0,2,2,100.0,476.0,6648.936
Super built-up  Area,Lakshminarayana Pura,3,1569.0,3,2,150.0,516.0,9560.229
Super built-up  Area,Harlur,3,1755.0,3,2,130.0,516.0,7407.407
Super built-up  Area,Hoodi,2,1240.0,2,3,43.94,344.0,3543.548
Super built-up  Area,Electronics City Phase 1,3,1450.0,3,2,72.54,516.0,5002.759
Super built-up  Area,5th Phase JP Nagar,2,1000.0,2,0,48.0,344.0,4800.0
Plot  Area,Shivaji Nagar,1,3820.0,1,1,306.0,172.0,8010.471
Super built-up  Area,Thyagaraja Nagar,5,2000.0,4,2,145.0,820.0,7250.0
Super built-up  Area,Choodasandra,2,1215.0,2,2,59.0,344.0,4855.967
Super built-up  Area,Yelachenahalli,3,1330.0,3,3,73.5,516.0,5526.316
Super built-up  Area,Raja Rajeshwari Nagar,2,1178.0,2,1,75.0,344.0,6366.723
Super built-up  Area,Shree Ananth Nagar Layout,2,2040.0,2,2,59.0,344.0,2892.157
Super built-up  Area,Bellandur,3,2000.0,3,2,85.0,516.0,4250.0
Super built-up  Area,Parappana Agrahara,2,1194.0,2,2,46.0,344.0,3852.596
Plot  Area,Dasarahalli,3,2400.0,2,1,152.0,476.0,6333.333
Super built-up  Area,Sarjapur  Road,3,1700.0,3,3,108.0,516.0,6352.941
Built-up  Area,Jigani,3,1200.0,3,2,65.0,516.0,5416.667
Plot  Area,Veer Sandra,3,1500.0,3,0,72.0,516.0,4800.0
Built-up  Area,Kanakpura Road,3,1737.0,3,3,85.0,516.0,4893.495
Plot  Area,TC Palaya,2,900.0,2,0,55.0,344.0,6111.111
Built-up  Area,Chennappa Layout,3,1280.0,2,1,48.0,476.0,3750.0
Super built-up  Area,CV Raman Nagar,2,1560.0,2,2,85.0,344.0,5448.718
Super built-up  Area,Kambipura,2,883.0,2,1,44.0,344.0,4983.012
Super built-up  Area,Kengeri Satellite Town,2,750.0,2,1,33.0,344.0,4400.0
Super built-up  Area,Brookefield,4,2400.0,3,3,140.0,648.0,5833.333
Super built-up  Area,Bhuvaneshwari Nagar,2,900.0,2,1,45.0,344.0,5000.0
Super built-up  Area,Hormavu,2,1030.0,2,1,49.35,344.0,4791.262
Super built-up  Area,7th Phase JP Nagar,3,1850.0,3,2,155.0,516.0,8378.378
Built-up  Area,Hennur Road,3,1831.0,3,1,110.0,516.0,6007.646
Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,2,1095.0,2,1,38.33,344.0,3500.457
Built-up  Area,Electronic City Phase II,3,1320.0,2,1,38.13,476.0,2888.636
Super built-up  Area,Sarjapur  Road,3,1272.5,2,0,40.72,476.0,3200.0
Built-up  Area,7th Phase JP Nagar,2,1000.0,2,1,61.0,344.0,6100.0
Super built-up  Area,Budigere,3,1820.0,3,2,85.4,516.0,4692.308
Super built-up  Area,Bisuvanahalli,3,1075.0,2,1,41.0,476.0,3813.953
Plot  Area,TC Palaya,3,1500.0,3,0,83.0,516.0,5533.333
Super built-up  Area,Electronics City Phase 1,1,360.0,1,0,16.9,172.0,4694.444
Super built-up  Area,Kadugodi,1,925.0,1,0,40.7,172.0,4400.0
Super built-up  Area,Electronic City,2,1140.0,2,1,70.93,344.0,6221.93
Super built-up  Area,Chennammana Kere,2,1145.0,2,2,58.4,344.0,5100.437
Super built-up  Area,RMV Extension Stage 2,3,1862.0,3,3,120.0,516.0,6444.683
Super built-up  Area, Devarachikkanahalli,2,947.0,2,2,43.0,344.0,4540.655
Super built-up  Area,Kalena Agrahara,2,1120.0,2,2,40.0,344.0,3571.429
Built-up  Area,Sadanand Nagar,3,2700.0,3,3,200.0,516.0,7407.407
Super built-up  Area,Kaggadasapura,3,1805.0,2,2,75.0,476.0,4155.125
Super built-up  Area,Basavangudi,2,1100.0,2,3,93.0,344.0,8454.545
Plot  Area,Bommenahalli,4,1355.0,3,0,135.0,648.0,9963.1
Built-up  Area,"Whietfield, ",3,1677.0,3,2,98.0,516.0,5843.769
Super built-up  Area,Uttarahalli,3,1560.0,3,3,74.0,516.0,4743.59
Super built-up  Area,Arekere,3,2060.0,3,2,150.0,516.0,7281.553
Super built-up  Area,Koramangala,3,1716.0,2,0,115.0,476.0,6701.632
Super built-up  Area,Harlur,3,1864.0,3,1,140.0,516.0,7510.73
Built-up  Area,Electronics City Phase 1,1,638.0,1,1,32.0,172.0,5015.674
Super built-up  Area,Chandapura,2,937.0,2,1,30.0,344.0,3201.708
Built-up  Area,Hennur Gardens,3,1490.0,2,1,115.0,476.0,7718.121
Super built-up  Area,Frazer Town,4,4856.0,5,3,410.0,728.0,8443.163
Super built-up  Area,Whitefield,2,1100.0,2,1,37.0,344.0,3363.636
Super built-up  Area,Thigalarapalya,2,1000.0,2,2,48.53,344.0,4853.0
Super built-up  Area,Horamavu Agara,2,1060.0,2,1,37.0,344.0,3490.566
Super built-up  Area,Kundalahalli,2,1047.0,2,1,91.0,344.0,8691.5
Built-up  Area,Basaveshwara Nagar,2,1200.0,2,2,80.0,344.0,6666.667
Super built-up  Area,Akshaya Nagar,3,1420.0,2,2,75.0,476.0,5281.69
Super built-up  Area,Tejaswini Nagar,3,1550.0,3,1,59.0,516.0,3806.452
Super built-up  Area,Kasavanhalli,3,1555.0,3,3,82.0,516.0,5273.312
Super built-up  Area,Seegehalli,3,1553.0,3,3,68.0,516.0,4378.622
Super built-up  Area,Electronic City Phase II,2,920.0,2,2,26.0,344.0,2826.087
Super built-up  Area,Jeevan bima nagar,3,1740.0,3,3,120.0,516.0,6896.552
Super built-up  Area,OMBR Layout,3,1855.0,3,2,145.0,516.0,7816.712
Super built-up  Area,Kundalahalli,3,1724.0,3,1,146.0,516.0,8468.677
Super built-up  Area,B Narayanapura,2,1020.0,2,2,60.0,344.0,5882.353
Super built-up  Area,Uttarahalli,3,1250.0,2,1,50.0,476.0,4000.0
Super built-up  Area,Sanjay nagar,3,1450.0,3,2,75.0,516.0,5172.414
Super built-up  Area,Thubarahalli,2,1200.0,2,2,80.0,344.0,6666.667
Built-up  Area,Haralur Road,2,1140.0,2,2,58.0,344.0,5087.719
Super built-up  Area,Basava Nagar,1,550.0,1,1,16.0,172.0,2909.091
Super built-up  Area,Bannerghatta Road,3,1450.0,3,1,44.0,516.0,3034.483
Super built-up  Area,Kanakpura Road,2,700.0,2,1,35.07,344.0,5010.0
Plot  Area,Whitefield,3,1200.0,3,1,56.0,516.0,4666.667
Super built-up  Area,Yelahanka,2,1050.0,2,1,45.0,344.0,4285.714
Super built-up  Area,Somasundara Palya,3,1600.0,3,3,69.0,516.0,4312.5
Super built-up  Area,Bannerghatta Road,3,1625.0,2,3,75.0,476.0,4615.385
Super built-up  Area,Volagerekallahalli,2,1492.0,2,2,65.0,344.0,4356.568
Super built-up  Area,Whitefield,4,2856.0,5,0,157.5,728.0,5514.706
Super built-up  Area,Sarjapur  Road,3,1489.0,2,3,82.0,476.0,5507.052
Super built-up  Area,Kanakapura,3,1560.0,2,2,62.38,476.0,3998.718
Super built-up  Area,Haralur Road,2,1140.0,2,2,42.0,344.0,3684.211
Super built-up  Area,Lavakusha Nagar,3,1431.0,3,2,65.0,516.0,4542.278
Super built-up  Area,Lingadheeranahalli,3,1682.0,3,1,114.0,516.0,6777.646
Super built-up  Area,Panathur,2,1198.0,2,1,86.26,344.0,7200.334
Plot  Area,Outer Ring Road East,3,3664.0,3,2,325.0,516.0,8870.087
Super built-up  Area,Sarjapur  Road,3,1550.0,2,2,69.75,476.0,4500.0
Super built-up  Area,Kodichikkanahalli,2,1026.0,2,1,45.0,344.0,4385.965
Built-up  Area,Hennur,3,1260.0,2,2,52.0,476.0,4126.984
Plot  Area,Singanayakanahalli,2,690.0,2,0,42.0,344.0,6086.957
Super built-up  Area,Sarjapur  Road,1,539.0,1,1,45.0,172.0,8348.794
Built-up  Area,Sarakki Nagar,4,1200.0,4,1,85.0,688.0,7083.333
Built-up  Area,Attibele,3,2400.0,3,3,120.0,516.0,5000.0
Super built-up  Area,Thubarahalli,2,1200.0,2,2,79.55,344.0,6629.167
Super built-up  Area,Sarjapur  Road,3,1186.0,2,2,40.0,476.0,3372.681
Super built-up  Area,Thanisandra,2,1039.0,2,2,39.5,344.0,3801.732
Plot  Area,Gottigere,5,1500.0,4,1,100.0,820.0,6666.667
Super built-up  Area,Malleshwaram,3,2520.0,3,2,150.0,516.0,5952.381
Built-up  Area,Brookefield,2,1225.0,2,2,66.5,344.0,5428.571
Built-up  Area,Bommanahalli,2,1350.0,2,2,72.0,344.0,5333.333
Built-up  Area,Whitefield,3,1550.0,2,2,49.6,476.0,3200.0
Super built-up  Area,Hoodi,3,1490.0,3,2,79.0,516.0,5302.013
Super built-up  Area,Brindavan Nagar,3,1520.0,3,2,111.0,516.0,7302.632
Built-up  Area,Dena Bank Colony,3,1391.0,2,3,64.5,476.0,4636.952
Super built-up  Area,Rachenahalli,2,1200.0,2,2,50.0,344.0,4166.667
Plot  Area,Kadabagere,4,1200.0,4,2,86.0,688.0,7166.667
Super built-up  Area,Yelahanka,2,1322.0,2,2,80.0,344.0,6051.437
Super built-up  Area,Whitefield,3,2173.0,3,2,128.0,516.0,5890.474
Super built-up  Area,Sarjapur  Road,2,1200.0,2,2,75.0,344.0,6250.0
Super built-up  Area,Thubarahalli,2,1200.0,2,2,47.0,344.0,3916.667
Super built-up  Area,Mysore Road,2,1170.0,2,2,65.0,344.0,5555.556
Super built-up  Area,NRI Layout,2,1125.0,2,2,45.56,344.0,4049.778
Super built-up  Area,Devanahalli,1,698.5,1,0,28.57,172.0,4090.193
Super built-up  Area,Seetharampalya,2,1250.0,2,2,90.0,344.0,7200.0
Super built-up  Area,Chandapura,2,1025.0,2,2,27.68,344.0,2700.488
Super built-up  Area,Yelahanka,3,1075.0,2,2,36.0,476.0,3348.837
Super built-up  Area,High grounds,3,1900.0,2,2,190.0,476.0,10000.0
Built-up  Area,Whitefield,3,1435.0,3,2,45.0,516.0,3135.889
Super built-up  Area,Electronics City Phase 1,2,1175.0,2,2,64.98,344.0,5530.213
Super built-up  Area,KUDLU MAIN ROAD,3,1464.0,3,2,56.0,516.0,3825.137
Built-up  Area,Doddabidrakallu,2,900.0,2,1,33.0,344.0,3666.667
Super built-up  Area,Electronics City Phase 1,1,585.0,1,1,21.0,172.0,3589.744
Plot  Area,Jigani,4,3170.0,5,2,230.0,728.0,7255.521
Super built-up  Area,Thanisandra,2,1220.0,2,2,42.0,344.0,3442.623
Super built-up  Area,Sarjapur  Road,3,2145.0,3,3,180.0,516.0,8391.608
Super built-up  Area,Bannerghatta Road,2,960.0,2,3,58.0,344.0,6041.667
Super built-up  Area,NGR Layout,1,907.0,1,1,38.0,172.0,4189.636
Super built-up  Area,Old Madras Road,2,1210.0,2,1,74.0,344.0,6115.702
Super built-up  Area,Jnana Ganga Nagar,2,1230.0,2,2,70.0,344.0,5691.057
Super built-up  Area,5th Phase JP Nagar,3,1350.0,2,1,75.0,476.0,5555.556
Super built-up  Area,Kenchenahalli,2,1150.0,2,2,58.0,344.0,5043.478
Super built-up  Area,Sarjapur,3,1404.0,2,0,53.35,476.0,3799.858
Super built-up  Area,OMBR Layout,2,1050.0,2,3,48.0,344.0,4571.429
Super built-up  Area,Yelahanka,2,1285.0,2,2,56.0,344.0,4357.977
Super built-up  Area,Hormavu,2,1018.0,2,1,50.8,344.0,4990.177
Plot  Area,Hoskote,3,1200.0,3,2,57.0,516.0,4750.0
Super built-up  Area,Sarjapur  Road,2,1115.0,2,2,50.0,344.0,4484.305
Super built-up  Area,Ejipura,3,1600.0,3,3,95.0,516.0,5937.5
Super built-up  Area,9th Phase JP Nagar,2,1480.0,2,1,80.0,344.0,5405.405
Built-up  Area,Kaval Byrasandra,1,480.0,1,1,25.0,172.0,5208.333
Super built-up  Area,Akshaya Nagar,3,1435.0,3,3,53.0,516.0,3693.38
Super built-up  Area,Austin Town,1,600.0,2,0,23.0,212.0,3833.333
Super built-up  Area,CV Raman Nagar,3,1590.0,2,3,85.0,476.0,5345.912
Built-up  Area,Nagavara,2,936.0,2,0,40.2,344.0,4294.872
Super built-up  Area,Banashankari,2,1181.0,2,1,75.0,344.0,6350.55
Super built-up  Area,Kengeri,3,1741.0,3,2,80.0,516.0,4595.06
Super built-up  Area,JP Nagar,3,1750.0,3,1,123.0,516.0,7028.571
Super built-up  Area,Varthur Road,2,1050.0,2,2,42.7,344.0,4066.667
Super built-up  Area,Tumkur Road,2,1027.0,2,1,60.0,344.0,5842.259
Built-up  Area,Geleyara Balaga Layout,2,596.0,2,1,22.0,344.0,3691.275
Built-up  Area,Sector 2 HSR Layout,3,1600.0,3,2,70.0,516.0,4375.0
Super built-up  Area,Hebbal,4,2790.0,5,3,198.0,728.0,7096.774
Super built-up  Area,Sahakara Nagar,2,1000.0,2,1,60.0,344.0,6000.0
Super built-up  Area,Varthur,2,1120.0,2,2,44.24,344.0,3950.0
Plot  Area,Jinkethimmanahalli,2,1200.0,2,0,85.0,344.0,7083.333
Super built-up  Area,Kothnoor Dinne,2,1200.0,2,2,35.0,344.0,2916.667
Super built-up  Area,Kasturi Nagar,3,1570.0,3,2,110.0,516.0,7006.369
Super built-up  Area,Koramangala,3,1500.0,3,1,135.0,516.0,9000.0
Super built-up  Area,Electronic City Phase II,2,1140.0,2,1,33.84,344.0,2968.421
Super built-up  Area,Banashankari,2,1105.0,2,2,90.0,344.0,8144.796
Built-up  Area,Electronic City,2,1200.0,2,1,34.65,344.0,2887.5
Super built-up  Area,Whitefield,1,905.0,1,1,62.0,172.0,6850.829
Super built-up  Area,Kudlu Gate,2,1185.0,2,1,50.0,344.0,4219.409
Super built-up  Area,Koramangala,2,1083.0,2,1,100.0,344.0,9233.61
Super built-up  Area,Rayasandra,3,1458.0,3,2,60.0,516.0,4115.226
Super built-up  Area,Hormavu,3,1555.0,3,2,75.0,516.0,4823.151
Built-up  Area,Devi Nagar,2,1200.0,2,2,45.0,344.0,3750.0
Super built-up  Area,Sarjapur  Road,2,1308.0,2,1,58.86,344.0,4500.0
Super built-up  Area,Kudlu,2,1024.0,2,2,44.0,344.0,4296.875
Super built-up  Area,Parappana Agrahara,2,1194.0,2,2,47.0,344.0,3936.348
Super built-up  Area,Kanakapura,3,1450.0,3,1,75.0,516.0,5172.414
Super built-up  Area,Seegehalli,3,1639.0,3,3,120.0,516.0,7321.538
Super built-up  Area,Whitefield,3,1870.0,3,2,138.0,516.0,7379.679
Super built-up  Area,Hennur Road,2,1232.0,2,1,87.0,344.0,7061.688
Super built-up  Area,Chandapura,2,975.0,2,1,24.86,344.0,2549.744
Super built-up  Area,Jakkur,2,1230.0,2,1,79.0,344.0,6422.764
Super built-up  Area,KR Puram,2,1076.0,2,2,67.0,344.0,6226.766
Super built-up  Area,Vasanthpura,3,995.0,2,2,34.82,476.0,3499.497
Super built-up  Area,Kodigehaali,3,2120.0,3,2,177.0,516.0,8349.057
Super built-up  Area,Electronic City,2,1096.0,2,2,40.55,344.0,3699.818
Super built-up  Area,Horamavu Agara,2,1107.83,2,1,41.51,344.0,3746.965
Super built-up  Area,Sarjapur  Road,2,1320.0,2,2,115.0,344.0,8712.121
Super built-up  Area,8th Phase JP Nagar,3,1431.5,3,0,72.02,516.0,5031.086
Super built-up  Area,Whitefield,2,1320.0,2,1,99.26,344.0,7519.697
Super built-up  Area,Whitefield,3,2901.0,4,2,190.0,556.0,6549.466
Built-up  Area,GM Palaya,3,1315.0,2,2,65.0,476.0,4942.966
Super built-up  Area,VGP Layout,2,1000.0,2,1,44.0,344.0,4400.0
Super built-up  Area,Hosakerehalli,3,1596.0,3,3,79.8,516.0,5000.0
Super built-up  Area,Old Madras Road,3,1350.0,3,2,47.25,516.0,3500.0
Super built-up  Area,"TR Mill Road, Chamarajpet",2,1175.0,2,2,79.0,344.0,6723.404
Super built-up  Area,Talaghattapura,2,921.0,2,1,29.47,344.0,3199.783
Super built-up  Area,Sultan Palaya,3,1713.0,3,3,125.0,516.0,7297.14
Built-up  Area,Ittamadu,2,1200.0,2,0,43.0,344.0,3583.333
Built-up  Area,8th Phase JP Nagar,3,1900.0,4,1,90.0,556.0,4736.842
Super built-up  Area,Kudlu Gate,3,1664.0,3,2,68.0,516.0,4086.538
Super built-up  Area,Binny Pete,3,1795.0,3,2,139.0,516.0,7743.733
Built-up  Area,Kereguddadahalli,1,600.0,1,1,19.5,172.0,3250.0
Built-up  Area,Hoodi,2,1240.0,2,3,65.0,344.0,5241.935
Super built-up  Area,Hegde Nagar,3,1965.0,4,2,132.0,556.0,6717.557
Plot  Area,Sarjapur,4,4111.0,4,1,370.0,688.0,9000.243
Super built-up  Area,Electronics City Phase 1,2,1200.0,2,2,59.76,344.0,4980.0
Super built-up  Area,Ganga Nagar,2,1112.0,2,3,68.0,344.0,6115.108
Super built-up  Area,Mahadevpura,2,1136.0,2,3,64.5,344.0,5677.817
Super built-up  Area,Jigani,2,914.0,2,2,55.0,344.0,6017.505
Super built-up  Area,Poorna Pragna Layout,3,1270.0,2,1,50.79,476.0,3999.213
Super built-up  Area,Rachenahalli,2,1050.0,2,2,47.25,344.0,4500.0
Super built-up  Area,Marathahalli,3,1385.0,2,2,68.5,476.0,4945.848
Super built-up  Area,Medahalli,2,990.0,2,3,35.0,344.0,3535.354
Built-up  Area,Yelahanka,2,845.0,2,2,43.0,344.0,5088.757
Super built-up  Area,Whitefield,2,1485.0,2,1,96.51,344.0,6498.99
Super built-up  Area,Kanakapura,3,1460.0,2,3,43.79,476.0,2999.315
Super built-up  Area,Thanisandra,2,1450.0,2,1,57.0,344.0,3931.034
Built-up  Area,HSR Layout,3,1360.0,2,1,53.0,476.0,3897.059
Built-up  Area,Singasandra,2,1375.0,2,3,58.0,344.0,4218.182
Super built-up  Area,Uttarahalli,2,1125.0,2,1,48.0,344.0,4266.667
Super built-up  Area,Banashankari,1,720.0,1,1,60.0,172.0,8333.333
Super built-up  Area,7th Phase JP Nagar,3,1460.0,2,2,100.0,476.0,6849.315
Built-up  Area,Green View Layout,2,1107.0,2,2,40.0,344.0,3613.369
Built-up  Area,Maruthi Nagar,2,1158.0,2,3,75.0,344.0,6476.684
Super built-up  Area,Yelachenahalli,2,800.0,1,1,30.0,304.0,3750.0
Super built-up  Area,Bhoganhalli,3,1760.0,3,2,128.0,516.0,7272.727
Plot  Area,Nandi Hills,4,3200.0,4,2,200.0,688.0,6250.0
Built-up  Area,TC Palaya,3,1350.0,3,1,60.0,516.0,4444.444
Built-up  Area,Huskur,2,1125.0,2,1,32.49,344.0,2888.0
Super built-up  Area,Frazer Town,3,1706.0,3,3,154.0,516.0,9026.964
Super built-up  Area,BTM Layout,3,1600.0,3,2,112.0,516.0,7000.0
Super built-up  Area,Ramesh Nagar,2,1200.0,2,0,90.0,344.0,7500.0
Super built-up  Area,Whitefield,3,1755.0,3,3,101.0,516.0,5754.986
Super built-up  Area,Hulimavu,2,1200.0,2,1,50.0,344.0,4166.667
Super built-up  Area,BEML Layout,2,1200.0,2,2,67.0,344.0,5583.333
Super built-up  Area,Chokkanahalli,2,1266.67,2,0,69.0,344.0,5447.354
Super built-up  Area,Kariyammana Agrahara,3,1800.0,3,2,90.0,516.0,5000.0
Super built-up  Area,2nd Phase Judicial Layout,3,1300.0,3,2,64.0,516.0,4923.077
Plot  Area,Nirman Layout,3,800.0,3,3,60.0,516.0,7500.0
Super built-up  Area,Mysore Road,2,1029.5,2,0,50.855,344.0,4939.777
Super built-up  Area,Raja Rajeshwari Nagar,2,1128.0,2,2,40.0,344.0,3546.099
Plot  Area,NS Palya,2,2000.0,2,1,160.0,344.0,8000.0
Super built-up  Area,Panathur,2,1210.0,2,1,80.0,344.0,6611.57
Super built-up  Area,Raja Rajeshwari Nagar,2,1151.0,2,2,39.0,344.0,3388.358
Super built-up  Area,HOSUR MAIN ROAD,3,1464.0,3,2,56.0,516.0,3825.137
Super built-up  Area,Electronic City,2,1017.0,2,2,27.0,344.0,2654.867
Built-up  Area,Sarjapur  Road,2,920.0,2,1,40.0,344.0,4347.826
Super built-up  Area,Munnekollal,3,1750.0,3,3,86.5,516.0,4942.857
Built-up  Area,Dasanapura,2,1163.0,2,1,65.0,344.0,5588.994
Super built-up  Area,7th Phase JP Nagar,3,1650.0,3,3,110.0,516.0,6666.667
Super built-up  Area,Kundalahalli Colony,3,1800.0,3,3,95.0,516.0,5277.778
Super built-up  Area,CV Raman Nagar,2,1100.0,2,1,58.0,344.0,5272.727
Built-up  Area,R.T. Nagar,2,1200.0,2,2,60.0,344.0,5000.0
Super built-up  Area,Ganga Nagar,3,1410.0,3,2,65.0,516.0,4609.929
Super built-up  Area,Begur Road,3,1933.0,3,2,98.0,516.0,5069.84
Super built-up  Area,Begur Road,2,1200.0,2,2,45.6,344.0,3800.0
Super built-up  Area,Whitefield,3,1608.0,2,3,63.0,476.0,3917.91
Super built-up  Area,Horamavu Banaswadi,2,1156.0,2,2,46.9,344.0,4057.093
Plot  Area,T.C PALYA,2,1230.0,2,0,75.0,344.0,6097.561
Super built-up  Area,Kasavanhalli,1,770.0,1,1,43.82,172.0,5690.909
Super built-up  Area,Ardendale,3,1777.26,3,2,105.0,516.0,5907.971
Super built-up  Area,Kanakpura Road,2,1339.0,2,2,85.0,344.0,6348.021
Built-up  Area,Sarjapur  Road,3,3044.0,3,2,183.0,516.0,6011.827
Built-up  Area,Chennappa Layout,2,1080.0,2,2,44.8,344.0,4148.148
Plot  Area,Nagadevanahalli,2,2400.0,2,2,135.0,344.0,5625.0
Built-up  Area,Hulimavu,3,1450.0,3,3,72.0,516.0,4965.517
Super built-up  Area,Kothanur,2,1075.0,2,2,53.0,344.0,4930.233
Super built-up  Area,Sarjapur  Road,3,1163.0,2,2,62.0,476.0,5331.04
Built-up  Area,TC Palaya,2,1200.0,2,0,65.0,344.0,5416.667
Built-up  Area,Hebbal,2,1299.0,2,1,100.0,344.0,7698.229
Built-up  Area,Electronic City,2,1130.0,2,1,32.63,344.0,2887.611
Super built-up  Area,HRBR Layout,2,1170.0,2,2,75.0,344.0,6410.256
Super built-up  Area,Yelahanka,4,2600.0,4,3,175.0,688.0,6730.769
Super built-up  Area,KR Puram,2,1140.0,2,1,43.32,344.0,3800.0
Super built-up  Area,Kanakpura Road,3,1900.0,3,3,125.0,516.0,6578.947
Built-up  Area,Bommasandra Industrial Area,2,1090.0,2,1,31.48,344.0,2888.073
Super built-up  Area,Electronic City,2,1110.0,2,1,39.95,344.0,3599.099
Super built-up  Area,Nagavarapalya,1,705.0,1,1,57.0,172.0,8085.106
Super built-up  Area,HBR Layout,2,1089.0,2,1,60.0,344.0,5509.642
Plot  Area,tc.palya,2,880.0,2,1,48.0,344.0,5454.545
Built-up  Area,Kereguddadahalli,2,1080.0,2,2,32.0,344.0,2962.963
Super built-up  Area,Thanisandra,2,1093.0,2,1,68.1,344.0,6230.558
Super built-up  Area,Banashankari Stage III,3,1480.0,3,1,75.48,516.0,5100.0
Super built-up  Area,Hegde Nagar,3,1703.0,3,2,125.0,516.0,7339.988
Super built-up  Area,Hebbal,2,1200.0,2,1,60.0,344.0,5000.0
Super built-up  Area,Marathahalli,3,1690.0,3,2,116.0,516.0,6863.905
Super built-up  Area,Yelahanka,2,1305.0,2,1,78.0,344.0,5977.011
Super built-up  Area,Talaghattapura,3,1257.0,2,2,40.22,476.0,3199.682
Super built-up  Area,Subash Nagar,2,1150.0,2,2,45.0,344.0,3913.043
Super built-up  Area,Stage-4 Bommanahalli,2,1194.0,2,0,55.0,344.0,4606.365
Built-up  Area,Chokkahalli,3,2000.0,3,1,90.0,516.0,4500.0
Plot  Area,Anekal,3,1500.0,4,1,99.0,556.0,6600.0
Built-up  Area,Bellari Road,2,1025.0,2,0,42.5,344.0,4146.341
Built-up  Area,Horamavu Agara,2,980.0,2,1,38.19,344.0,3896.939
Plot  Area,Hosakerehalli,3,1200.0,2,1,100.0,476.0,8333.333
Super built-up  Area,Whitefield,3,2225.0,3,1,149.0,516.0,6696.629
Super built-up  Area,Ashirvad Colony,2,1022.0,2,2,57.0,344.0,5577.299
Plot  Area,Sidedahalli,4,882.0,3,0,72.0,648.0,8163.265
Built-up  Area,Narayanapura,2,1153.0,2,2,45.0,344.0,3902.862
Super built-up  Area,Pai Layout,2,1175.0,2,2,60.0,344.0,5106.383
Built-up  Area,Vidyaranyapura,3,1560.0,3,3,68.0,516.0,4358.974
Built-up  Area,Yelahanka New Town,1,650.0,1,1,17.0,172.0,2615.385
Super built-up  Area,Billekahalli,2,1350.0,3,2,55.0,384.0,4074.074
Plot  Area,Akshya Nagar,2,1200.0,2,1,76.0,344.0,6333.333
Super built-up  Area,Telecom Layout,2,1200.0,1,1,54.0,304.0,4500.0
Super built-up  Area,Chandapura,2,800.0,2,1,25.0,344.0,3125.0
Super built-up  Area,Electronic City,4,2093.0,4,1,104.0,688.0,4968.944
Super built-up  Area,Uttarahalli,3,1320.0,2,2,55.44,476.0,4200.0
Super built-up  Area,Bannerghatta Road,2,1275.0,2,1,73.0,344.0,5725.49
Super built-up  Area,Begur Road,2,1215.0,2,2,43.13,344.0,3549.794
Super built-up  Area,Kanakapura,2,1130.0,2,1,45.2,344.0,4000.0
Super built-up  Area,Begur Road,3,1444.0,2,2,71.5,476.0,4951.524
Super built-up  Area,Vikram Nagar,2,950.0,2,2,38.0,344.0,4000.0
Super built-up  Area,Banashankari Stage II,3,1240.0,2,2,59.52,476.0,4800.0
Super built-up  Area,Hennur,2,1231.0,2,2,50.0,344.0,4061.738
Super built-up  Area,Benson Town,2,1300.0,2,1,120.0,344.0,9230.769
Super built-up  Area,Yeshwanthpur,3,1713.0,3,2,110.0,516.0,6421.483
Super built-up  Area,Kogilu,2,1200.0,2,1,53.33,344.0,4444.167
Built-up  Area,Sonnenahalli,3,1310.0,2,0,46.0,476.0,3511.45
Super built-up  Area,Jalahalli,2,790.0,2,1,49.5,344.0,6265.823
Super built-up  Area,Amblipura,3,1605.0,3,2,100.0,516.0,6230.53
Super built-up  Area,Whitefield,2,1250.0,2,2,82.0,344.0,6560.0
